"seed";"dispersal";"divergence_threshold";"competition"
"config_M1_350";87051;1;65;0.915384615384615
"config_M1_351";27386;0;65;0.917948717948718
"config_M1_352";1490;0.0204081632653061;65;0.917948717948718
"config_M1_353";18737;0.0408163265306122;65;0.917948717948718
"config_M1_354";63089;0.0612244897959184;65;0.917948717948718
"config_M1_355";67674;0.0816326530612245;65;0.917948717948718
"config_M1_356";90130;0.102040816326531;65;0.917948717948718
"config_M1_357";24010;0.122448979591837;65;0.917948717948718
"config_M1_358";25251;0.142857142857143;65;0.917948717948718
"config_M1_359";6733;0.163265306122449;65;0.917948717948718
"config_M1_360";32842;0.183673469387755;65;0.917948717948718
"config_M1_361";5651;0.204081632653061;65;0.917948717948718
"config_M1_362";19422;0.224489795918367;65;0.917948717948718
"config_M1_363";72312;0.244897959183673;65;0.917948717948718
"config_M1_364";82166;0.26530612244898;65;0.917948717948718
"config_M1_365";49983;0.285714285714286;65;0.917948717948718
"config_M1_366";7662;0.306122448979592;65;0.917948717948718
"config_M1_367";53973;0.326530612244898;65;0.917948717948718
"config_M1_368";31294;0.346938775510204;65;0.917948717948718
"config_M1_369";13196;0.36734693877551;65;0.917948717948718
"config_M1_370";18441;0.387755102040816;65;0.917948717948718
"config_M1_371";63444;0.408163265306122;65;0.917948717948718
"config_M1_372";37198;0.428571428571429;65;0.917948717948718
"config_M1_373";90826;0.448979591836735;65;0.917948717948718
"config_M1_374";80579;0.469387755102041;65;0.917948717948718
"config_M1_375";78514;0.489795918367347;65;0.917948717948718
"config_M1_376";55597;0.510204081632653;65;0.917948717948718
"config_M1_377";61404;0.530612244897959;65;0.917948717948718
"config_M1_378";9295;0.551020408163265;65;0.917948717948718
"config_M1_379";85779;0.571428571428571;65;0.917948717948718
"config_M1_380";46801;0.591836734693878;65;0.917948717948718
"config_M1_381";16597;0.612244897959184;65;0.917948717948718
"config_M1_382";68441;0.63265306122449;65;0.917948717948718
"config_M1_383";21209;0.653061224489796;65;0.917948717948718
"config_M1_384";28609;0.673469387755102;65;0.917948717948718
"config_M1_385";91964;0.693877551020408;65;0.917948717948718
"config_M1_386";50934;0.714285714285714;65;0.917948717948718
"config_M1_387";99944;0.73469387755102;65;0.917948717948718
"config_M1_388";66662;0.755102040816326;65;0.917948717948718
"config_M1_389";79314;0.775510204081633;65;0.917948717948718
"config_M1_390";73636;0.795918367346939;65;0.917948717948718
"config_M1_391";79928;0.816326530612245;65;0.917948717948718
"config_M1_392";94990;0.836734693877551;65;0.917948717948718
"config_M1_393";62166;0.857142857142857;65;0.917948717948718
"config_M1_394";36926;0.877551020408163;65;0.917948717948718
"config_M1_395";20959;0.897959183673469;65;0.917948717948718
"config_M1_396";33164;0.918367346938775;65;0.917948717948718
"config_M1_397";12283;0.938775510204082;65;0.917948717948718
"config_M1_398";40156;0.959183673469388;65;0.917948717948718
"config_M1_399";99576;0.979591836734694;65;0.917948717948718
"config_M1_400";38160;1;65;0.917948717948718
"config_M1_401";15482;0;65;0.920512820512821
"config_M1_402";42076;0.0204081632653061;65;0.920512820512821
"config_M1_403";56662;0.0408163265306122;65;0.920512820512821
"config_M1_404";66242;0.0612244897959184;65;0.920512820512821
"config_M1_405";28283;0.0816326530612245;65;0.920512820512821
"config_M1_406";45234;0.102040816326531;65;0.920512820512821
"config_M1_407";32721;0.122448979591837;65;0.920512820512821
"config_M1_408";8222;0.142857142857143;65;0.920512820512821
"config_M1_409";95434;0.163265306122449;65;0.920512820512821
"config_M1_410";25851;0.183673469387755;65;0.920512820512821
"config_M1_411";55256;0.204081632653061;65;0.920512820512821
"config_M1_412";96382;0.224489795918367;65;0.920512820512821
"config_M1_413";82577;0.244897959183673;65;0.920512820512821
"config_M1_414";7392;0.26530612244898;65;0.920512820512821
"config_M1_415";67685;0.285714285714286;65;0.920512820512821
"config_M1_416";40903;0.306122448979592;65;0.920512820512821
"config_M1_417";67253;0.326530612244898;65;0.920512820512821
"config_M1_418";73597;0.346938775510204;65;0.920512820512821
"config_M1_419";4833;0.36734693877551;65;0.920512820512821
"config_M1_420";83227;0.387755102040816;65;0.920512820512821
"config_M1_421";28383;0.408163265306122;65;0.920512820512821
"config_M1_422";18265;0.428571428571429;65;0.920512820512821
"config_M1_423";237;0.448979591836735;65;0.920512820512821
"config_M1_424";83484;0.469387755102041;65;0.920512820512821
"config_M1_425";6604;0.489795918367347;65;0.920512820512821
"config_M1_426";86046;0.510204081632653;65;0.920512820512821
"config_M1_427";49271;0.530612244897959;65;0.920512820512821
"config_M1_428";16844;0.551020408163265;65;0.920512820512821
"config_M1_429";96453;0.571428571428571;65;0.920512820512821
"config_M1_430";1030;0.591836734693878;65;0.920512820512821
"config_M1_431";25976;0.612244897959184;65;0.920512820512821
"config_M1_432";4362;0.63265306122449;65;0.920512820512821
"config_M1_433";74286;0.653061224489796;65;0.920512820512821
"config_M1_434";59687;0.673469387755102;65;0.920512820512821
"config_M1_435";35838;0.693877551020408;65;0.920512820512821
"config_M1_436";30519;0.714285714285714;65;0.920512820512821
"config_M1_437";50231;0.73469387755102;65;0.920512820512821
"config_M1_438";46914;0.755102040816326;65;0.920512820512821
"config_M1_439";50538;0.775510204081633;65;0.920512820512821
"config_M1_440";12028;0.795918367346939;65;0.920512820512821
"config_M1_441";1568;0.816326530612245;65;0.920512820512821
"config_M1_442";100;0.836734693877551;65;0.920512820512821
"config_M1_443";80812;0.857142857142857;65;0.920512820512821
"config_M1_444";65841;0.877551020408163;65;0.920512820512821
"config_M1_445";73767;0.897959183673469;65;0.920512820512821
"config_M1_446";39323;0.918367346938775;65;0.920512820512821
"config_M1_447";90805;0.938775510204082;65;0.920512820512821
"config_M1_448";88285;0.959183673469388;65;0.920512820512821
"config_M1_449";13718;0.979591836734694;65;0.920512820512821
"config_M1_450";88730;1;65;0.920512820512821
"config_M1_451";48124;0;65;0.923076923076923
"config_M1_452";22662;0.0204081632653061;65;0.923076923076923
"config_M1_453";61609;0.0408163265306122;65;0.923076923076923
"config_M1_454";82340;0.0612244897959184;65;0.923076923076923
"config_M1_455";14027;0.0816326530612245;65;0.923076923076923
"config_M1_456";97784;0.102040816326531;65;0.923076923076923
"config_M1_457";31496;0.122448979591837;65;0.923076923076923
"config_M1_458";1642;0.142857142857143;65;0.923076923076923
"config_M1_459";27098;0.163265306122449;65;0.923076923076923
"config_M1_460";88003;0.183673469387755;65;0.923076923076923
"config_M1_461";23024;0.204081632653061;65;0.923076923076923
"config_M1_462";50932;0.224489795918367;65;0.923076923076923
"config_M1_463";3632;0.244897959183673;65;0.923076923076923
"config_M1_464";58732;0.26530612244898;65;0.923076923076923
"config_M1_465";13763;0.285714285714286;65;0.923076923076923
"config_M1_466";37824;0.306122448979592;65;0.923076923076923
"config_M1_467";5067;0.326530612244898;65;0.923076923076923
"config_M1_468";58033;0.346938775510204;65;0.923076923076923
"config_M1_469";25197;0.36734693877551;65;0.923076923076923
"config_M1_470";34054;0.387755102040816;65;0.923076923076923
"config_M1_471";65125;0.408163265306122;65;0.923076923076923
"config_M1_472";80503;0.428571428571429;65;0.923076923076923
"config_M1_473";23006;0.448979591836735;65;0.923076923076923
"config_M1_474";79454;0.469387755102041;65;0.923076923076923
"config_M1_475";82392;0.489795918367347;65;0.923076923076923
"config_M1_476";68017;0.510204081632653;65;0.923076923076923
"config_M1_477";8883;0.530612244897959;65;0.923076923076923
"config_M1_478";67717;0.551020408163265;65;0.923076923076923
"config_M1_479";67110;0.571428571428571;65;0.923076923076923
"config_M1_480";48664;0.591836734693878;65;0.923076923076923
"config_M1_481";21589;0.612244897959184;65;0.923076923076923
"config_M1_482";57046;0.63265306122449;65;0.923076923076923
"config_M1_483";79456;0.653061224489796;65;0.923076923076923
"config_M1_484";16906;0.673469387755102;65;0.923076923076923
